"","end_place","start_place","bike_number","start_timestamp","end_timestamp","czas_poczatkowy","czas_koncowy","coordinate_start","lat_start","lng_start","name_start","coordinate_end","lat_end","lng_end","name_end","distance","ID","duration","speed","direct","direct_name","time_start","data","rok","miesiac","dzien","godzina","h","m","s","time_end","dzien_tygodnia","wday","qh"
"57",3581060,3581078,63127,1627810902,1627812466,2021-08-01 11:41:42,2021-08-01 12:07:46,"54.16255,15.54869",54.16255,15.54869,"ul. Toruńska","54.18588,15.55375",54.18588,15.55375,"Latarnia Morska",2564.62905147239,"54.16255,15.54869 54.18588,15.55375",1564,5.90323822589553,"3581078_3581060","ul. Toruńska -> Latarnia Morska",2021-08-01 11:41:42,"2021-08-01","2021","08","01","11:41:42","11","41","42",2021-08-01 12:07:46,"niedz\.",1,"11:"
"58",3581060,3581078,63190,1627811023,1627812466,2021-08-01 11:43:43,2021-08-01 12:07:46,"54.16255,15.54869",54.16255,15.54869,"ul. Toruńska","54.18588,15.55375",54.18588,15.55375,"Latarnia Morska",2564.62905147239,"54.16255,15.54869 54.18588,15.55375",1443,6.39824295585628,"3581078_3581060","ul. Toruńska -> Latarnia Morska",2021-08-01 11:43:43,"2021-08-01","2021","08","01","11:43:43","11","43","43",2021-08-01 12:07:46,"niedz\.",1,"11:"
"59",3581060,3581078,63089,1627811023,1627812466,2021-08-01 11:43:43,2021-08-01 12:07:46,"54.16255,15.54869",54.16255,15.54869,"ul. Toruńska","54.18588,15.55375",54.18588,15.55375,"Latarnia Morska",2564.62905147239,"54.16255,15.54869 54.18588,15.55375",1443,6.39824295585628,"3581078_3581060","ul. Toruńska -> Latarnia Morska",2021-08-01 11:43:43,"2021-08-01","2021","08","01","11:43:43","11","43","43",2021-08-01 12:07:46,"niedz\.",1,"11:"
"60",3581060,3562243,63091,1627811023,1627813068,2021-08-01 11:43:43,2021-08-01 12:17:48,"54.18194,15.57067",54.18194,15.57067,"Dworzec PKP","54.18588,15.55375",54.18588,15.55375,"Latarnia Morska",1930.33474452403,"54.18194,15.57067 54.18588,15.55375",2045,3.39814429353864,"3562243_3581060","Dworzec PKP -> Latarnia Morska",2021-08-01 11:43:43,"2021-08-01","2021","08","01","11:43:43","11","43","43",2021-08-01 12:17:48,"niedz\.",1,"11:"
"61",3576237,3581060,63011,1627811143,1627813189,2021-08-01 11:45:43,2021-08-01 12:19:49,"54.18588,15.55375",54.18588,15.55375,"Latarnia Morska","54.17624,15.57618",54.17624,15.57618,"Ratusz",2702.43611418135,"54.18588,15.55375 54.17624,15.57618",2046,4.75501955574431,"3581060_3576237","Latarnia Morska -> Ratusz",2021-08-01 11:45:43,"2021-08-01","2021","08","01","11:45:43","11","45","43",2021-08-01 12:19:49,"niedz\.",1,"11:"
"62",3581060,3581078,63088,1627811143,1627812466,2021-08-01 11:45:43,2021-08-01 12:07:46,"54.16255,15.54869",54.16255,15.54869,"ul. Toruńska","54.18588,15.55375",54.18588,15.55375,"Latarnia Morska",2564.62905147239,"54.16255,15.54869 54.18588,15.55375",1323,6.9785824529861,"3581078_3581060","ul. Toruńska -> Latarnia Morska",2021-08-01 11:45:43,"2021-08-01","2021","08","01","11:45:43","11","45","43",2021-08-01 12:07:46,"niedz\.",1,"11:"
"63",3580938,3581086,63041,1627811263,1627819213,2021-08-01 11:47:43,2021-08-01 14:00:13,"54.19271,15.66269",54.19271,15.66269,"Podczele - ul. Brzeska","54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec",7882.43331088458,"54.19271,15.66269 54.1872,15.59208",7950,3.56940376341943,"3581086_3580938","Podczele - ul. Brzeska -> Kamienny Szaniec",2021-08-01 11:47:43,"2021-08-01","2021","08","01","11:47:43","11","47","43",2021-08-01 14:00:13,"niedz\.",1,"11:"
"64",3580938,3581086,63182,1627811263,1627819213,2021-08-01 11:47:43,2021-08-01 14:00:13,"54.19271,15.66269",54.19271,15.66269,"Podczele - ul. Brzeska","54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec",7882.43331088458,"54.19271,15.66269 54.1872,15.59208",7950,3.56940376341943,"3581086_3580938","Podczele - ul. Brzeska -> Kamienny Szaniec",2021-08-01 11:47:43,"2021-08-01","2021","08","01","11:47:43","11","47","43",2021-08-01 14:00:13,"niedz\.",1,"11:"
"65",3581060,3562243,63015,1627811384,1627813068,2021-08-01 11:49:44,2021-08-01 12:17:48,"54.18194,15.57067",54.18194,15.57067,"Dworzec PKP","54.18588,15.55375",54.18588,15.55375,"Latarnia Morska",1930.33474452403,"54.18194,15.57067 54.18588,15.55375",1684,4.12660634221289,"3562243_3581060","Dworzec PKP -> Latarnia Morska",2021-08-01 11:49:44,"2021-08-01","2021","08","01","11:49:44","11","49","44",2021-08-01 12:17:48,"niedz\.",1,"11:"
"66",3580938,3581060,63110,1627812105,1627813189,2021-08-01 12:01:45,2021-08-01 12:19:49,"54.18588,15.55375",54.18588,15.55375,"Latarnia Morska","54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec",4269.22325203499,"54.18588,15.55375 54.1872,15.59208",1084,14.1782322023302,"3581060_3580938","Latarnia Morska -> Kamienny Szaniec",2021-08-01 12:01:45,"2021-08-01","2021","08","01","12:01:45","12","01","45",2021-08-01 12:19:49,"niedz\.",1,"12:"
"67",3580938,3581060,63028,1627812105,1627813189,2021-08-01 12:01:45,2021-08-01 12:19:49,"54.18588,15.55375",54.18588,15.55375,"Latarnia Morska","54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec",4269.22325203499,"54.18588,15.55375 54.1872,15.59208",1084,14.1782322023302,"3581060_3580938","Latarnia Morska -> Kamienny Szaniec",2021-08-01 12:01:45,"2021-08-01","2021","08","01","12:01:45","12","01","45",2021-08-01 12:19:49,"niedz\.",1,"12:"
"68",3580938,3581086,63174,1627812105,1627819574,2021-08-01 12:01:45,2021-08-01 14:06:14,"54.19271,15.66269",54.19271,15.66269,"Podczele - ul. Brzeska","54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec",7882.43331088458,"54.19271,15.66269 54.1872,15.59208",7469,3.79927164535875,"3581086_3580938","Podczele - ul. Brzeska -> Kamienny Szaniec",2021-08-01 12:01:45,"2021-08-01","2021","08","01","12:01:45","12","01","45",2021-08-01 14:06:14,"niedz\.",1,"12:"
"69",3580938,3581060,63043,1627812225,1627813429,2021-08-01 12:03:45,2021-08-01 12:23:49,"54.18588,15.55375",54.18588,15.55375,"Latarnia Morska","54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec",4269.22325203499,"54.18588,15.55375 54.1872,15.59208",1204,12.7651193582442,"3581060_3580938","Latarnia Morska -> Kamienny Szaniec",2021-08-01 12:03:45,"2021-08-01","2021","08","01","12:03:45","12","03","45",2021-08-01 12:23:49,"niedz\.",1,"12:"
"70",3580938,3581086,63177,1627812225,1627819454,2021-08-01 12:03:45,2021-08-01 14:04:14,"54.19271,15.66269",54.19271,15.66269,"Podczele - ul. Brzeska","54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec",7882.43331088458,"54.19271,15.66269 54.1872,15.59208",7229,3.92540599241727,"3581086_3580938","Podczele - ul. Brzeska -> Kamienny Szaniec",2021-08-01 12:03:45,"2021-08-01","2021","08","01","12:03:45","12","03","45",2021-08-01 14:04:14,"niedz\.",1,"12:"
"71",3580557,3581060,63076,1627812346,1627818488,2021-08-01 12:05:46,2021-08-01 13:48:08,"54.18588,15.55375",54.18588,15.55375,"Latarnia Morska","54.17906,15.59042",54.17906,15.59042,"Ogrody - ul. Fredry",4147.07962756025,"54.18588,15.55375 54.17906,15.59042",6142,2.4307207195078,"3581060_3580557","Latarnia Morska -> Ogrody - ul. Fredry",2021-08-01 12:05:46,"2021-08-01","2021","08","01","12:05:46","12","05","46",2021-08-01 13:48:08,"niedz\.",1,"12:"
"72",3580557,3581060,63065,1627812346,1627818609,2021-08-01 12:05:46,2021-08-01 13:50:09,"54.18588,15.55375",54.18588,15.55375,"Latarnia Morska","54.17906,15.59042",54.17906,15.59042,"Ogrody - ul. Fredry",4147.07962756025,"54.18588,15.55375 54.17906,15.59042",6263,2.38375964541225,"3581060_3580557","Latarnia Morska -> Ogrody - ul. Fredry",2021-08-01 12:05:46,"2021-08-01","2021","08","01","12:05:46","12","05","46",2021-08-01 13:50:09,"niedz\.",1,"12:"
"73",3580938,3581060,63141,1627812346,1627813550,2021-08-01 12:05:46,2021-08-01 12:25:50,"54.18588,15.55375",54.18588,15.55375,"Latarnia Morska","54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec",4269.22325203499,"54.18588,15.55375 54.1872,15.59208",1204,12.7651193582442,"3581060_3580938","Latarnia Morska -> Kamienny Szaniec",2021-08-01 12:05:46,"2021-08-01","2021","08","01","12:05:46","12","05","46",2021-08-01 12:25:50,"niedz\.",1,"12:"
"74",3581080,3575154,63066,1627812466,1627813068,2021-08-01 12:07:46,2021-08-01 12:17:48,"54.17592,15.58307",54.17592,15.58307,"Ul. Słowińców","54.15675,15.5538",54.15675,15.5538,"ul. Świętego Wojciecha",3852.60427261083,"54.17592,15.58307 54.15675,15.5538",602,23.0388295372077,"3575154_3581080","Ul. Słowińców -> ul. Świętego Wojciecha",2021-08-01 12:07:46,"2021-08-01","2021","08","01","12:07:46","12","07","46",2021-08-01 12:17:48,"niedz\.",1,"12:"
"75",3580938,3581060,63184,1627812706,1627813550,2021-08-01 12:11:46,2021-08-01 12:25:50,"54.18588,15.55375",54.18588,15.55375,"Latarnia Morska","54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec",4269.22325203499,"54.18588,15.55375 54.1872,15.59208",844,18.2099569992014,"3581060_3580938","Latarnia Morska -> Kamienny Szaniec",2021-08-01 12:11:46,"2021-08-01","2021","08","01","12:11:46","12","11","46",2021-08-01 12:25:50,"niedz\.",1,"12:"
"76",3581086,3579613,63036,1627812948,1627815959,2021-08-01 12:15:48,2021-08-01 13:05:59,"54.1752,15.56177",54.1752,15.56177,"Stadion","54.19271,15.66269",54.19271,15.66269,"Podczele - ul. Brzeska",11390.1327421921,"54.1752,15.56177 54.19271,15.66269",3011,13.618225796045,"3579613_3581086","Stadion -> Podczele - ul. Brzeska",2021-08-01 12:15:48,"2021-08-01","2021","08","01","12:15:48","12","15","48",2021-08-01 13:05:59,"niedz\.",1,"12:"
"77",3581086,3579613,63079,1627813068,1627815959,2021-08-01 12:17:48,2021-08-01 13:05:59,"54.1752,15.56177",54.1752,15.56177,"Stadion","54.19271,15.66269",54.19271,15.66269,"Podczele - ul. Brzeska",11390.1327421921,"54.1752,15.56177 54.19271,15.66269",2891,14.1834928647152,"3579613_3581086","Stadion -> Podczele - ul. Brzeska",2021-08-01 12:17:48,"2021-08-01","2021","08","01","12:17:48","12","17","48",2021-08-01 13:05:59,"niedz\.",1,"12:"
"78",3579613,3562243,63042,1627813189,1627813791,2021-08-01 12:19:49,2021-08-01 12:29:51,"54.18194,15.57067",54.18194,15.57067,"Dworzec PKP","54.1752,15.56177",54.1752,15.56177,"Stadion",1226.36613091429,"54.18194,15.57067 54.1752,15.56177",602,7.33375094898912,"3562243_3579613","Dworzec PKP -> Stadion",2021-08-01 12:19:49,"2021-08-01","2021","08","01","12:19:49","12","19","49",2021-08-01 12:29:51,"niedz\.",1,"12:"
"79",3579613,3562243,63078,1627813189,1627813791,2021-08-01 12:19:49,2021-08-01 12:29:51,"54.18194,15.57067",54.18194,15.57067,"Dworzec PKP","54.1752,15.56177",54.1752,15.56177,"Stadion",1226.36613091429,"54.18194,15.57067 54.1752,15.56177",602,7.33375094898912,"3562243_3579613","Dworzec PKP -> Stadion",2021-08-01 12:19:49,"2021-08-01","2021","08","01","12:19:49","12","19","49",2021-08-01 12:29:51,"niedz\.",1,"12:"
"80",3581070,3581049,63062,1627813429,1627814393,2021-08-01 12:23:49,2021-08-01 12:39:53,"54.17112,15.56722",54.17112,15.56722,"ul. 1 Maja","54.1773,15.54264",54.1773,15.54264,"ul. Arciszewskiego",2815.35410186943,"54.17112,15.56722 54.1773,15.54264",964,10.5137705049066,"3581049_3581070","ul. 1 Maja -> ul. Arciszewskiego",2021-08-01 12:23:49,"2021-08-01","2021","08","01","12:23:49","12","23","49",2021-08-01 12:39:53,"niedz\.",1,"12:"
"81",3581070,3581049,63154,1627813429,1627814393,2021-08-01 12:23:49,2021-08-01 12:39:53,"54.17112,15.56722",54.17112,15.56722,"ul. 1 Maja","54.1773,15.54264",54.1773,15.54264,"ul. Arciszewskiego",2815.35410186943,"54.17112,15.56722 54.1773,15.54264",964,10.5137705049066,"3581049_3581070","ul. 1 Maja -> ul. Arciszewskiego",2021-08-01 12:23:49,"2021-08-01","2021","08","01","12:23:49","12","23","49",2021-08-01 12:39:53,"niedz\.",1,"12:"
"82",3581070,3581049,63183,1627813429,1627814393,2021-08-01 12:23:49,2021-08-01 12:39:53,"54.17112,15.56722",54.17112,15.56722,"ul. 1 Maja","54.1773,15.54264",54.1773,15.54264,"ul. Arciszewskiego",2815.35410186943,"54.17112,15.56722 54.1773,15.54264",964,10.5137705049066,"3581049_3581070","ul. 1 Maja -> ul. Arciszewskiego",2021-08-01 12:23:49,"2021-08-01","2021","08","01","12:23:49","12","23","49",2021-08-01 12:39:53,"niedz\.",1,"12:"
"83",3581070,3581049,63170,1627813550,1627814393,2021-08-01 12:25:50,2021-08-01 12:39:53,"54.17112,15.56722",54.17112,15.56722,"ul. 1 Maja","54.1773,15.54264",54.1773,15.54264,"ul. Arciszewskiego",2815.35410186943,"54.17112,15.56722 54.1773,15.54264",843,12.0228644919691,"3581049_3581070","ul. 1 Maja -> ul. Arciszewskiego",2021-08-01 12:25:50,"2021-08-01","2021","08","01","12:25:50","12","25","50",2021-08-01 12:39:53,"niedz\.",1,"12:"
"84",3579613,3581078,63033,1627813911,1627814755,2021-08-01 12:31:51,2021-08-01 12:45:55,"54.16255,15.54869",54.16255,15.54869,"ul. Toruńska","54.1752,15.56177",54.1752,15.56177,"Stadion",1990.10204365178,"54.16255,15.54869 54.1752,15.56177",844,8.48858691605025,"3581078_3579613","ul. Toruńska -> Stadion",2021-08-01 12:31:51,"2021-08-01","2021","08","01","12:31:51","12","31","51",2021-08-01 12:45:55,"niedz\.",1,"12:"
"85",3580938,3581078,63020,1627813911,1627816801,2021-08-01 12:31:51,2021-08-01 13:20:01,"54.16255,15.54869",54.16255,15.54869,"ul. Toruńska","54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec",5506.13609523809,"54.16255,15.54869 54.1872,15.59208",2890,6.85885465150766,"3581078_3580938","ul. Toruńska -> Kamienny Szaniec",2021-08-01 12:31:51,"2021-08-01","2021","08","01","12:31:51","12","31","51",2021-08-01 13:20:01,"niedz\.",1,"12:"
"86",3580557,3580938,63141,1627814032,1627820777,2021-08-01 12:33:52,2021-08-01 14:26:17,"54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec","54.17906,15.59042",54.17906,15.59042,"Ogrody - ul. Fredry",892.145592898107,"54.1872,15.59208 54.17906,15.59042",6745,0.476163696728419,"3580938_3580557","Kamienny Szaniec -> Ogrody - ul. Fredry",2021-08-01 12:33:52,"2021-08-01","2021","08","01","12:33:52","12","33","52",2021-08-01 14:26:17,"niedz\.",1,"12:"
"87",3580557,3580938,63184,1627814393,1627820777,2021-08-01 12:39:53,2021-08-01 14:26:17,"54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec","54.17906,15.59042",54.17906,15.59042,"Ogrody - ul. Fredry",892.145592898107,"54.1872,15.59208 54.17906,15.59042",6384,0.503089620055323,"3580938_3580557","Kamienny Szaniec -> Ogrody - ul. Fredry",2021-08-01 12:39:53,"2021-08-01","2021","08","01","12:39:53","12","39","53",2021-08-01 14:26:17,"niedz\.",1,"12:"
"88",3580938,3579613,63094,1627814633,1627816801,2021-08-01 12:43:53,2021-08-01 13:20:01,"54.1752,15.56177",54.1752,15.56177,"Stadion","54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec",3611.13349672722,"54.1752,15.56177 54.1872,15.59208",2168,5.99634713478689,"3579613_3580938","Stadion -> Kamienny Szaniec",2021-08-01 12:43:53,"2021-08-01","2021","08","01","12:43:53","12","43","53",2021-08-01 13:20:01,"niedz\.",1,"12:"
"89",3575154,3581049,63003,1627815598,1627816680,2021-08-01 12:59:58,2021-08-01 13:18:00,"54.17112,15.56722",54.17112,15.56722,"ul. 1 Maja","54.17592,15.58307",54.17592,15.58307,"Ul. Słowińców",1837.95683562113,"54.17112,15.56722 54.17592,15.58307",1082,6.11519834402595,"3581049_3575154","ul. 1 Maja -> Ul. Słowińców",2021-08-01 12:59:58,"2021-08-01","2021","08","01","12:59:58","12","59","58",2021-08-01 13:18:00,"niedz\.",1,"12:"
"90",3576237,3581049,63288,1627815598,1627817645,2021-08-01 12:59:58,2021-08-01 13:34:05,"54.17112,15.56722",54.17112,15.56722,"ul. 1 Maja","54.17624,15.57618",54.17624,15.57618,"Ratusz",1138.54826080442,"54.17112,15.56722 54.17624,15.57618",2047,2.00233206589933,"3581049_3576237","ul. 1 Maja -> Ratusz",2021-08-01 12:59:58,"2021-08-01","2021","08","01","12:59:58","12","59","58",2021-08-01 13:34:05,"niedz\.",1,"12:"
"91",3576237,3581070,63062,1627815838,1627817525,2021-08-01 13:03:58,2021-08-01 13:32:05,"54.1773,15.54264",54.1773,15.54264,"ul. Arciszewskiego","54.17624,15.57618",54.17624,15.57618,"Ratusz",3735.38577666576,"54.1773,15.54264 54.17624,15.57618",1687,7.97118482276037,"3581070_3576237","ul. Arciszewskiego -> Ratusz",2021-08-01 13:03:58,"2021-08-01","2021","08","01","13:03:58","13","03","58",2021-08-01 13:32:05,"niedz\.",1,"13:"
"92",3576237,3581070,63170,1627815838,1627817525,2021-08-01 13:03:58,2021-08-01 13:32:05,"54.1773,15.54264",54.1773,15.54264,"ul. Arciszewskiego","54.17624,15.57618",54.17624,15.57618,"Ratusz",3735.38577666576,"54.1773,15.54264 54.17624,15.57618",1687,7.97118482276037,"3581070_3576237","ul. Arciszewskiego -> Ratusz",2021-08-01 13:03:58,"2021-08-01","2021","08","01","13:03:58","13","03","58",2021-08-01 13:32:05,"niedz\.",1,"13:"
"93",3581060,3581080,63066,1627816320,1627817284,2021-08-01 13:12:00,2021-08-01 13:28:04,"54.15675,15.5538",54.15675,15.5538,"ul. Świętego Wojciecha","54.18588,15.55375",54.18588,15.55375,"Latarnia Morska",3123.99014723381,"54.15675,15.5538 54.18588,15.55375",964,11.6663532469313,"3581080_3581060","ul. Świętego Wojciecha -> Latarnia Morska",2021-08-01 13:12:00,"2021-08-01","2021","08","01","13:12:00","13","12","00",2021-08-01 13:28:04,"niedz\.",1,"13:"
"94",3581060,3580938,63043,1627816320,1627817164,2021-08-01 13:12:00,2021-08-01 13:26:04,"54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec","54.18588,15.55375",54.18588,15.55375,"Latarnia Morska",4269.22325203499,"54.1872,15.59208 54.18588,15.55375",844,18.2099569992014,"3580938_3581060","Kamienny Szaniec -> Latarnia Morska",2021-08-01 13:12:00,"2021-08-01","2021","08","01","13:12:00","13","12","00",2021-08-01 13:26:04,"niedz\.",1,"13:"
"95",3575154,3562243,63176,1627816440,1627817404,2021-08-01 13:14:00,2021-08-01 13:30:04,"54.18194,15.57067",54.18194,15.57067,"Dworzec PKP","54.17592,15.58307",54.17592,15.58307,"Ul. Słowińców",1523.84610146623,"54.18194,15.57067 54.17592,15.58307",964,5.69071158223902,"3562243_3575154","Dworzec PKP -> Ul. Słowińców",2021-08-01 13:14:00,"2021-08-01","2021","08","01","13:14:00","13","14","00",2021-08-01 13:30:04,"niedz\.",1,"13:"
"96",3580938,3575154,63002,1627816560,1627828602,2021-08-01 13:16:00,2021-08-01 16:36:42,"54.17592,15.58307",54.17592,15.58307,"Ul. Słowińców","54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec",1571.26654130727,"54.17592,15.58307 54.1872,15.59208",12042,0.46973588678842,"3575154_3580938","Ul. Słowińców -> Kamienny Szaniec",2021-08-01 13:16:00,"2021-08-01","2021","08","01","13:16:00","13","16","00",2021-08-01 16:36:42,"niedz\.",1,"13:"
"97",3581060,3581070,63154,1627817043,1627818488,2021-08-01 13:24:03,2021-08-01 13:48:08,"54.1773,15.54264",54.1773,15.54264,"ul. Arciszewskiego","54.18588,15.55375",54.18588,15.55375,"Latarnia Morska",1541.52032908927,"54.1773,15.54264 54.18588,15.55375",1445,3.84046587177951,"3581070_3581060","ul. Arciszewskiego -> Latarnia Morska",2021-08-01 13:24:03,"2021-08-01","2021","08","01","13:24:03","13","24","03",2021-08-01 13:48:08,"niedz\.",1,"13:"
"98",3581060,3581070,63183,1627817043,1627818488,2021-08-01 13:24:03,2021-08-01 13:48:08,"54.1773,15.54264",54.1773,15.54264,"ul. Arciszewskiego","54.18588,15.55375",54.18588,15.55375,"Latarnia Morska",1541.52032908927,"54.1773,15.54264 54.18588,15.55375",1445,3.84046587177951,"3581070_3581060","ul. Arciszewskiego -> Latarnia Morska",2021-08-01 13:24:03,"2021-08-01","2021","08","01","13:24:03","13","24","03",2021-08-01 13:48:08,"niedz\.",1,"13:"
"99",3580938,3581086,63063,1627817765,1627820416,2021-08-01 13:36:05,2021-08-01 14:20:16,"54.19271,15.66269",54.19271,15.66269,"Podczele - ul. Brzeska","54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec",7882.43331088458,"54.19271,15.66269 54.1872,15.59208",2651,10.7041719800771,"3581086_3580938","Podczele - ul. Brzeska -> Kamienny Szaniec",2021-08-01 13:36:05,"2021-08-01","2021","08","01","13:36:05","13","36","05",2021-08-01 14:20:16,"niedz\.",1,"13:"
"100",3580938,3581086,63079,1627817765,1627820175,2021-08-01 13:36:05,2021-08-01 14:16:15,"54.19271,15.66269",54.19271,15.66269,"Podczele - ul. Brzeska","54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec",7882.43331088458,"54.19271,15.66269 54.1872,15.59208",2410,11.7745891780848,"3581086_3580938","Podczele - ul. Brzeska -> Kamienny Szaniec",2021-08-01 13:36:05,"2021-08-01","2021","08","01","13:36:05","13","36","05",2021-08-01 14:16:15,"niedz\.",1,"13:"
"101",3580938,3581086,63036,1627817886,1627820416,2021-08-01 13:38:06,2021-08-01 14:20:16,"54.19271,15.66269",54.19271,15.66269,"Podczele - ul. Brzeska","54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec",7882.43331088458,"54.19271,15.66269 54.1872,15.59208",2530,11.2161106399939,"3581086_3580938","Podczele - ul. Brzeska -> Kamienny Szaniec",2021-08-01 13:38:06,"2021-08-01","2021","08","01","13:38:06","13","38","06",2021-08-01 14:20:16,"niedz\.",1,"13:"
"102",3581086,3576237,63119,1627817886,1627825232,2021-08-01 13:38:06,2021-08-01 15:40:32,"54.17624,15.57618",54.17624,15.57618,"Ratusz","54.19271,15.66269",54.19271,15.66269,"Podczele - ul. Brzeska",9790.78573530937,"54.17624,15.57618 54.19271,15.66269",7346,4.79809810061445,"3576237_3581086","Ratusz -> Podczele - ul. Brzeska",2021-08-01 13:38:06,"2021-08-01","2021","08","01","13:38:06","13","38","06",2021-08-01 15:40:32,"niedz\.",1,"13:"
